[16/06/2022 21:28:59] Player: Trinitty | Reward: 1x removedor de frags
[06/09/2022 02:19:27] Player: Comando Voador | Reward: 5x [+500%] EXP Food
[06/09/2022 02:19:29] Player: Shimaricat | Reward: 15x critical feather
[06/09/2022 02:19:37] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:19:39] Player: Shimaricat | Reward: 5x [+500%] EXP Food
[06/09/2022 02:19:50] Player: Shimaricat | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:20:01] Player: Shimaricat | Reward: 5x [+300%] EXP Food
[06/09/2022 02:20:11] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:20:12] Player: Shimaricat | Reward: 1x hyper key
[06/09/2022 02:20:20] Player: Comando Voador | Reward: 5x [+500%] EXP Food
[06/09/2022 02:20:30] Player: Comando Voador | Reward: 15x critical feather
[06/09/2022 02:20:43] Player: Shimaricat | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:20:54] Player: Shimaricat | Reward: 5x refinamento excelente
[06/09/2022 02:21:09] Player: Shimaricat | Reward: 15x dodge stone
[06/09/2022 02:25:05] Player: Jutinha | Reward: 5x [+300%] EXP Food
[06/09/2022 02:25:14] Player: Jutinha | Reward: 5x [+500%] EXP Food
[06/09/2022 02:25:24] Player: Jutinha | Reward: 5x [+300%] EXP Food
[06/09/2022 02:25:33] Player: Jutinha | Reward: 5x [+300%] EXP Food
[06/09/2022 02:25:42] Player: Jutinha | Reward: 5x [+300%] EXP Food
[06/09/2022 02:25:52] Player: Jutinha | Reward: 5x [+300%] EXP Food
[06/09/2022 02:26:02] Player: Jutinha | Reward: 5x [+500%] EXP Food
[06/09/2022 02:26:11] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 02:26:21] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:26:31] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 02:26:43] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:26:53] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:27:06] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 02:27:15] Player: Jutinha | Reward: 1x refinamento excelente
[06/09/2022 02:27:25] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 02:27:34] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 02:27:44] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 02:27:53] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 02:28:03] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 02:28:13] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 02:28:23] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 02:28:36] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:28:46] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:28:56] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:29:05] Player: Jutinha | Reward: 15x critical feather
[06/09/2022 02:29:15] Player: Jutinha | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:29:24] Player: Jutinha | Reward: 1x stamina potion
[06/09/2022 02:29:34] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 02:29:43] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:29:52] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:30:02] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 02:30:12] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 02:30:21] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 02:30:31] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 02:30:40] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 02:30:51] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:31:00] Player: Jutinha | Reward: 1x refinamento excelente
[06/09/2022 02:31:09] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:31:19] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:31:28] Player: Jutinha | Reward: 1x hyper key
[06/09/2022 02:31:37] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:31:47] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 02:31:56] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:32:05] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 02:32:15] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:32:24] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:32:34] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:32:43] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 02:32:53] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 02:33:02] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:33:12] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 02:33:21] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:33:31] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:34:12] Player: Jutinha | Reward: 15x dodge stone
[06/09/2022 02:34:23] Player: Jutinha | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:34:34] Player: Jutinha | Reward: 5x [+300%] EXP Food
[06/09/2022 02:34:43] Player: Jutinha | Reward: 5x [+300%] EXP Food
[06/09/2022 02:34:53] Player: Jutinha | Reward: 1x hyper key
[06/09/2022 02:35:02] Player: Jutinha | Reward: 1x refinamento excelente
[06/09/2022 02:35:13] Player: Jutinha | Reward: 5x [+300%] EXP Food
[06/09/2022 02:35:23] Player: Jutinha | Reward: 15x dodge stone
[06/09/2022 02:35:32] Player: Jutinha | Reward: 1x removedor de frags
[06/09/2022 02:35:42] Player: Jutinha | Reward: 5x [+500%] EXP Food
[06/09/2022 02:35:57] Player: Jutinha | Reward: 15x dodge stone
[06/09/2022 02:36:07] Player: Jutinha | Reward: 1x refinamento excelente
[06/09/2022 02:36:17] Player: Jutinha | Reward: 5x [+500%] EXP Food
[06/09/2022 02:36:27] Player: Jutinha | Reward: 1x removedor de frags
[06/09/2022 02:36:38] Player: Jutinha | Reward: 1x stamina potion
[06/09/2022 02:36:48] Player: Jutinha | Reward: 1x removedor de frags
[06/09/2022 02:36:57] Player: Jutinha | Reward: 5x [+300%] EXP Food
[06/09/2022 02:37:07] Player: Jutinha | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:37:16] Player: Jutinha | Reward: 5x [+500%] EXP Food
[06/09/2022 02:37:26] Player: Jutinha | Reward: 15x dodge stone
[06/09/2022 02:37:35] Player: Jutinha | Reward: 15x critical feather
[06/09/2022 02:37:45] Player: Jutinha | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:37:54] Player: Jutinha | Reward: 1x removedor de frags
[06/09/2022 02:38:04] Player: Jutinha | Reward: 5x [+500%] EXP Food
[06/09/2022 02:38:13] Player: Jutinha | Reward: 1x stamina potion
[06/09/2022 02:38:23] Player: Jutinha | Reward: 15x dodge stone
[06/09/2022 02:38:33] Player: Jutinha | Reward: 1x removedor de frags
[06/09/2022 02:38:43] Player: Jutinha | Reward: 15x critical feather
[06/09/2022 02:38:52] Player: Jutinha | Reward: 1x stamina infinita
[06/09/2022 02:39:02] Player: Jutinha | Reward: 1x removedor de frags
[06/09/2022 02:39:12] Player: Jutinha | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:39:22] Player: Jutinha | Reward: 5x [+500%] EXP Food
[06/09/2022 02:39:31] Player: Jutinha | Reward: 1x refinamento excelente
[06/09/2022 02:39:41] Player: Jutinha | Reward: 1x stamina infinita
[06/09/2022 02:39:50] Player: Jutinha | Reward: 15x critical feather
[06/09/2022 02:40:00] Player: Jutinha | Reward: 1x stamina infinita
[06/09/2022 02:40:10] Player: Jutinha | Reward: 1x caixa da sorte
[06/09/2022 02:40:20] Player: Jutinha | Reward: 15x critical feather
[06/09/2022 02:40:29] Player: Jutinha | Reward: 1x caixa da sorte
[06/09/2022 02:40:40] Player: Jutinha | Reward: 1x soulwar crossbow
[06/09/2022 02:41:13] Player: Jutinha | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:41:30] Player: Jutinha | Reward: 15x critical feather
[06/09/2022 02:41:40] Player: Jutinha | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:41:56] Player: Jutinha | Reward: 15x critical feather
[06/09/2022 02:42:07] Player: Jutinha | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:42:17] Player: Jutinha | Reward: 5x refinamento excelente
[06/09/2022 02:42:28] Player: Jutinha | Reward: 15x dodge stone
[06/09/2022 02:42:39] Player: Jutinha | Reward: 15x critical feather
[06/09/2022 02:42:49] Player: Jutinha | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:43:00] Player: Jutinha | Reward: 15x dodge stone
[06/09/2022 02:43:11] Player: Jutinha | Reward: 15x critical feather
[06/09/2022 02:43:22] Player: Jutinha | Reward: 15x dodge stone
[06/09/2022 02:43:49] Player: Jutinha | Reward: 1x removedor de frags
[06/09/2022 02:43:59] Player: Jutinha | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:44:08] Player: Jutinha | Reward: 5x [+500%] EXP Food
[06/09/2022 02:44:26] Player: Jutinha | Reward: 1x caixa da sorte
[06/09/2022 02:44:35] Player: Jutinha | Reward: 1x caixa da sorte
[06/09/2022 02:44:44] Player: Jutinha | Reward: 1x refinamento excelente
[06/09/2022 02:44:54] Player: Jutinha | Reward: 1x removedor de frags
[06/09/2022 02:48:00] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:48:10] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 02:48:20] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 02:48:29] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 02:48:39] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 02:48:54] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 02:49:04] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 02:49:13] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:49:23] Player: Ghikz | Reward: 1x stamina infinita
[06/09/2022 02:49:33] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:49:43] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 02:49:55] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:50:06] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:50:25] Player: Macdeatth | Reward: 1x removedor de frags
[06/09/2022 02:50:36] Player: Macdeatth | Reward: 1x refinamento excelente
[06/09/2022 02:50:46] Player: Macdeatth | Reward: 15x critical feather
[06/09/2022 02:51:02] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:51:20] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 02:51:30] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 02:51:39] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 02:51:49] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 02:51:59] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 02:52:12] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 02:52:22] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 02:52:32] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 02:52:41] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:52:51] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 02:53:03] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 02:53:14] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 02:53:25] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:53:34] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:53:45] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 02:53:57] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:54:07] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 02:54:21] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 02:54:32] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:54:45] Player: Macdeatth | Reward: 1x refinamento excelente
[06/09/2022 02:55:39] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 02:55:48] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 02:55:58] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 02:56:08] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 03:06:34] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:06:44] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 03:06:54] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 03:07:05] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 03:07:15] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:07:25] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 03:07:35] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 03:07:44] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 03:07:54] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:08:04] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 03:08:14] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 03:08:30] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 03:08:42] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:08:55] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 03:09:08] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 03:09:19] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 03:09:29] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 03:09:39] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 03:09:50] Player: Macdeatth | Reward: 1x refinamento excelente
[06/09/2022 03:10:08] Player: Macdeatth | Reward: 1x refinamento excelente
[06/09/2022 03:10:19] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 03:10:31] Player: Macdeatth | Reward: 1x stamina infinita
[06/09/2022 03:10:41] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 03:10:51] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 03:11:00] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 03:11:10] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:11:21] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:11:31] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:11:44] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 03:11:53] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 03:12:07] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:12:22] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:12:32] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:12:44] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 03:12:56] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:13:06] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 03:13:16] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 03:13:26] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 03:13:35] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:13:47] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 03:44:10] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:44:20] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 03:44:37] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:44:47] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 03:44:57] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:45:12] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:45:22] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 03:46:18] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 03:46:28] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:46:38] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 03:46:50] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:47:00] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 03:47:09] Player: Macdeatth | Reward: 15x dodge stone
[06/09/2022 03:47:19] Player: Macdeatth | Reward: 15x critical feather
[06/09/2022 03:47:30] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 03:47:45] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 03:47:55] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:48:04] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:48:14] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 03:48:27] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:48:38] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 03:48:50] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 03:49:01] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 03:49:16] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:49:26] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:49:47] Player: Ghikz | Reward: 1x hyper key
[06/09/2022 03:49:57] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:50:10] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 03:50:21] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 03:50:31] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:50:45] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 03:50:57] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 03:51:07] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:51:19] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 03:51:29] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 03:51:41] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 03:51:50] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 03:52:01] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 03:52:12] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 03:52:21] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 03:52:31] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 03:52:41] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 05:43:29] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 05:43:39] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 05:43:49] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 05:43:59] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 05:44:09] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 05:44:19] Player: Ghikz | Reward: 1x hyper key
[06/09/2022 05:44:33] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 05:44:43] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 05:44:53] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 05:45:03] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 05:45:13] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 05:45:23] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 05:45:33] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 05:45:44] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 05:45:54] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 05:46:04] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 05:46:13] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 05:46:23] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 05:46:34] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 05:46:44] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 05:46:54] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 05:47:04] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 05:47:14] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 05:47:24] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 05:47:34] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 05:47:51] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 05:48:00] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 05:48:10] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 05:48:20] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 05:48:30] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 05:48:39] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 05:48:49] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 05:49:00] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 05:49:10] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 05:49:20] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 05:49:30] Player: Ghikz | Reward: 1x soulwar crossbow
[06/09/2022 05:49:47] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 05:49:57] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 05:50:07] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 05:50:19] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 05:50:35] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 05:50:45] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 05:51:10] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 05:51:33] Player: Ghikz | Reward: 1x [+1000%] EXP Potion
[06/09/2022 05:51:51] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 05:52:02] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 05:52:16] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 05:52:31] Player: Ghikz | Reward: 5x [+300%] EXP Food
